ANSI,State,County,sqmiles,y1930,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a12011,FLORIDA,BROWARD,1205.357813,,,,,,,,,
a12013,FLORIDA,CALHOUN,567.359375,0,0,0,0,6500,3800,3000,700,0
a12015,FLORIDA,CHARLOTTE,680.290625,,,,,,,,,
a12017,FLORIDA,CITRUS,583.7703125,,,,,,,,,
a12019,FLORIDA,CLAY,601.13125,,,,,,,,,
a12021,FLORIDA,COLLIER,2042.979688,,,,,,,,,
a12023,FLORIDA,COLUMBIA,796.5078125,0,0,0,0,23000,31000,5000,2600,0
a12027,FLORIDA,DE SOTO,637.1171875,,,,,,,,,
a12029,FLORIDA,DIXIE,704.015625,0,0,0,0,1800,700,0,0,0
a12031,FLORIDA,DUVAL,762.21875,0,0,0,0,400,900,0,0,0
a12033,FLORIDA,ESCAMBIA,656.403125,0,0,0,0,3500,9000,8500,5400,0
a12035,FLORIDA,FLAGLER,485.0515625,0,0,0,0,900,0,0,0,0
a12037,FLORIDA,FRANKLIN,544.340625,,,,,,,,,
a12039,FLORIDA,GADSDEN,515.9046875,0,0,0,0,17500,11000,1500,1900,0
a12041,FLORIDA,GILCHRIST,348.8828125,0,0,0,0,18500,17000,3500,4200,0
a12043,FLORIDA,GLADES,774.115625,,,,,,,,,
a12045,FLORIDA,GULF,553.328125,,,,,,,,,
a12047,FLORIDA,HAMILTON,514.871875,0,0,0,0,23000,33000,7000,5800,0
a12049,FLORIDA,HARDEE,637.246875,,,,,,,,,
a12051,FLORIDA,HENDRY,1152.315625,,,,,,,,,
a12053,FLORIDA,HERNANDO,472.5046875,,,,,,,,,
a12055,FLORIDA,HIGHLANDS,1016.540625,,,,,,,,,
a12057,FLORIDA,HILLSBOROUGH,1019.4625,,,,,,,,,
a12059,FLORIDA,HOLMES,478.453125,0,0,0,0,16000,7000,2000,3000,0
a12061,FLORIDA,INDIAN RIVER,503.228125,,,,,,,,,
a12063,FLORIDA,JACKSON,914.8,0,0,0,0,51000,35000,16500,9500,0
a12065,FLORIDA,JEFFERSON,597.70625,0,0,0,0,15000,22000,6500,2100,0
a12067,FLORIDA,LAFAYETTE,542.8359375,0,0,0,0,7400,8000,0,900,0
a12069,FLORIDA,LAKE,938.3046875,0,0,0,0,0,1800,0,0,0
a12071,FLORIDA,LEE,784.603125,,,,,,,,,
a12073,FLORIDA,LEON,666.8796875,0,0,0,0,8000,14000,2500,1600,0
a12075,FLORIDA,LEVY,1118.33125,0,0,0,0,12000,10000,3500,3800,0
a12077,FLORIDA,LIBERTY,835.834375,0,0,0,0,500,600,0,0,0
a12079,FLORIDA,MADISON,691.7625,0,0,0,0,27000,36000,5000,5700,0
a12081,FLORIDA,MANATEE,743.1,,,,,,,,,
a12083,FLORIDA,MARION,1580.196875,0,0,0,0,11000,7000,0,0,0
a12085,FLORIDA,MARTIN,543.2015625,,,,,,,,,
a12086,FLORIDA,MIAMI-DADE,1893.3375,,,,,,,,,
a12087,FLORIDA,MONROE,996.88125,,,,,,,,,
a12089,FLORIDA,NASSAU,651.4640625,0,0,0,0,700,1500,0,0,0
a12091,FLORIDA,OKALOOSA,930.234375,0,0,0,0,6000,5000,1500,1600,0
a12093,FLORIDA,OKEECHOBEE,768.89375,,,,,,,,,
a12095,FLORIDA,ORANGE,906.7640625,0,0,0,0,800,0,0,0,0
a12097,FLORIDA,OSCEOLA,1321.964063,,,,,,,,,
a12099,FLORIDA,PALM BEACH,1972.079688,,,,,,,,,
a12101,FLORIDA,PASCO,745.178125,,,,,,,,,
a12103,FLORIDA,PINELLAS,273.8234375,,,,,,,,,
a12105,FLORIDA,POLK,1797.810938,,,,,,,,,
a12107,FLORIDA,PUTNAM,721.86875,0,0,0,0,1600,3700,0,0,0
a12113,FLORIDA,SANTA ROSA,1010.8,0,0,0,0,10000,10000,2000,1200,0
a12115,FLORIDA,SARASOTA,555.834375,,,,,,,,,
a12117,FLORIDA,SEMINOLE,307.9328125,,,,,,,,,
a12109,FLORIDA,ST. JOHNS,600.6265625,0,0,0,0,1500,1500,0,0,0
a12111,FLORIDA,ST. LUCIE,572.4609375,,,,,,,,,
a12119,FLORIDA,SUMTER,545.590625,0,0,0,0,800,0,0,0,0
a12121,FLORIDA,SUWANNEE,687.640625,0,0,0,0,51000,52000,5500,8900,0
a12123,FLORIDA,TAYLOR,1041.7875,0,0,0,0,1400,1900,0,0,0
a12125,FLORIDA,UNION,243.140625,0,0,0,0,4700,6500,0,900,0
a12127,FLORIDA,VOLUSIA,1100.7875,0,0,0,0,0,500,0,0,0
a12129,FLORIDA,WAKULLA,606.6734375,0,0,0,0,700,1600,0,0,0
a12131,FLORIDA,WALTON,1037.604688,0,0,0,0,25000,3300,3500,1800,0
a12133,FLORIDA,WASHINGTON,582.3296875,0,0,0,0,6500,4200,4500,3800,0
a12133,FLORIDA,,65754.59,664000,737000,625000,517000,388000,407000,105000,85000,60000
a13001,GEORGIA,APPLING,507.0578125,0,0,0,33100,39000,36000,22000,7800,3700
a13003,GEORGIA,ATKINSON,339.3859375,0,0,0,14700,15100,15300,7400,2100,2100
a13005,GEORGIA,BACON,253.5765625,0,0,0,26000,26200,19600,9100,4000,2400
a13007,GEORGIA,BAKER,341.6796875,0,0,0,21100,18700,24900,10600,10000,7200
a13009,GEORGIA,BALDWIN,259.703125,0,0,0,5700,2250,2860,500,0,0
a13011,GEORGIA,BANKS,232.1046875,0,0,0,3510,1040,1060,700,0,0
a13013,GEORGIA,BARROW,160.15625,0,0,0,4150,790,850,200,0,0
a13015,GEORGIA,BARTOW,459.4109375,0,0,0,11100,2730,1270,1500,2400,0
a13017,GEORGIA,BEN HILL,250.1171875,0,0,0,15200,12900,18000,9600,5500,3000
a13019,GEORGIA,BERRIEN,451.909375,0,0,0,41700,36900,39100,13400,5300,3300
a13021,GEORGIA,BIBB,249.23125,0,0,0,2760,1700,1060,700,0,0
a13023,GEORGIA,BLECKLEY,215.8546875,0,0,0,18700,12400,11100,4000,1400,2400
a13025,GEORGIA,BRANTLEY,442.44375,0,0,0,5400,4270,4860,2300,1200,0
a13027,GEORGIA,BROOKS,493.04375,0,0,0,46600,46500,43400,17200,7600,0
a13029,GEORGIA,BRYAN,435.8953125,0,0,0,3860,1390,3170,1200,1000,0
a13031,GEORGIA,BULLOCH,672.8109375,0,0,0,76900,69700,46600,22000,11500,0
a13033,GEORGIA,BURKE,826.9609375,0,0,0,48800,32700,28600,12000,7500,8700
a13035,GEORGIA,BUTTS,184.628125,0,0,0,2320,840,1060,300,0,0
a13037,GEORGIA,CALHOUN,280.7,0,0,0,16600,15950,13200,5500,5500,10000
a13039,GEORGIA,CAMDEN,613.1546875,0,0,0,120,20,230,400,0,0
a13043,GEORGIA,CANDLER,243.034375,0,0,0,26400,20500,18500,4800,2500,1800
a13045,GEORGIA,CARROLL,498.971875,0,0,0,12100,2810,3490,1000,0,0
a13047,GEORGIA,CATOOSA,162.0109375,0,0,0,2130,420,900,900,0,0
a13049,GEORGIA,CHARLTON,773.615625,0,0,0,1170,970,1150,450,0,0
a13051,GEORGIA,CHATHAM,424.4,0,0,0,900,930,790,300,0,0
a13053,GEORGIA,CHATTAHOOCHEE,248.7328125,0,0,0,480,140,0,0,0,0
a13055,GEORGIA,CHATTOOGA,313.3125,0,0,0,6200,1800,2220,1300,1200,1000
a13057,GEORGIA,CHEROKEE,421.6546875,0,0,0,3700,690,910,0,0,0
a13059,GEORGIA,CLARKE,119.2,0,0,0,1170,310,340,0,0,0
a13061,GEORGIA,CLAY,195.1375,0,0,0,11300,6700,7940,2500,0,1100
a13063,GEORGIA,CLAYTON,141.5484375,0,0,0,980,300,420,0,0,0
a13065,GEORGIA,CLINCH,800.2921875,0,0,0,1700,2050,1960,700,500,0
a13067,GEORGIA,COBB,339.4953125,0,0,0,2160,320,0,0,0,0
a13069,GEORGIA,COFFEE,575.1375,0,0,0,55300,51500,47600,22000,4500,3900
a13071,GEORGIA,COLQUITT,544.15625,0,0,0,65300,58200,56000,11000,3000,0
a13073,GEORGIA,COLUMBIA,289.925,0,0,0,2770,830,580,300,0,0
a13075,GEORGIA,COOK,227.1609375,0,0,0,28900,29100,19000,8000,2100,1100
a13077,GEORGIA,COWETA,440.878125,0,0,0,6600,2580,1900,600,0,0
a13079,GEORGIA,CRAWFORD,324.8953125,0,0,0,4640,1650,950,0,0,0
a13081,GEORGIA,CRISP,272.5671875,0,0,0,27000,30200,13200,5200,1500,0
a13083,GEORGIA,DADE,173.978125,0,0,0,3200,850,550,300,0,0
a13085,GEORGIA,DAWSON,210.834375,0,0,0,1620,470,1640,900,500,0
a13089,GEORGIA,DE KALB,267.575,0,0,0,1170,330,0,0,0,0
a13087,GEORGIA,DECATUR,596.790625,0,0,0,52400,37400,51800,17700,6000,10600
a13091,GEORGIA,DODGE,495.9078125,0,0,0,31200,21700,22700,8900,2700,1900
a13093,GEORGIA,DOOLY,391.9421875,0,0,0,34200,30300,13200,2500,1200,0
a13095,GEORGIA,DOUGHERTY,328.665625,0,0,0,10700,11300,11300,4500,2000,0
a13097,GEORGIA,DOUGLAS,200.028125,0,0,0,2050,520,0,0,0,0
a13099,GEORGIA,EARLY,511.3203125,0,0,0,52600,32400,34400,11500,10000,7200
a13101,GEORGIA,ECHOLS,414.9546875,0,0,0,3900,3700,3070,500,700,800
a13103,GEORGIA,EFFINGHAM,477.684375,0,0,0,15200,12400,10600,5300,6500,2500
a13105,GEORGIA,ELBERT,351.0203125,0,0,0,3420,1020,420,400,0,0
a13107,GEORGIA,EMANUEL,680.5875,0,0,0,43000,33100,28600,8400,3300,2400
a13109,GEORGIA,EVANS,182.85,0,0,0,18000,12900,12200,3500,1800,1500
a13111,GEORGIA,FANNIN,385.609375,0,0,0,3240,780,1530,700,0,0
a13113,GEORGIA,FAYETTE,194.3390625,0,0,0,3290,1500,1000,0,0,0
a13115,GEORGIA,FLOYD,509.9046875,0,0,0,8100,2700,2120,2500,3900,2800
a13117,GEORGIA,FORSYTH,224.025,0,0,0,4510,1050,1690,800,0,0
a13119,GEORGIA,FRANKLIN,261.8953125,0,0,0,5300,1430,2010,500,0,0
a13121,GEORGIA,FULTON,526.6421875,0,0,0,4150,830,0,300,0,0
a13123,GEORGIA,GILMER,426.696875,0,0,0,3700,620,1690,600,0,0
a13125,GEORGIA,GLASCOCK,143.7359375,0,0,0,7400,2550,3390,600,0,0
a13127,GEORGIA,GLYNN,419.7484375,0,0,0,120,60,0,0,0,0
a13129,GEORGIA,GORDON,355.5328125,0,0,0,10200,4340,3700,4400,5400,0
a13131,GEORGIA,GRADY,454.5328125,0,0,0,53700,41200,47600,24600,17000,8000
a13133,GEORGIA,GREENE,387.40625,0,0,0,2580,1130,690,0,0,0
a13135,GEORGIA,GWINNETT,430.3640625,0,0,0,5900,1190,630,200,0,0
a13137,GEORGIA,HABERSHAM,276.734375,0,0,0,2810,390,1270,400,0,0
a13139,GEORGIA,HALL,392.7765625,0,0,0,4240,1120,3170,1200,700,800
a13141,GEORGIA,HANCOCK,470.5015625,0,0,0,7900,3620,2330,400,0,0
a13143,GEORGIA,HARALSON,282.121875,0,0,0,4180,1760,530,600,0,0
a13145,GEORGIA,HARRIS,463.7703125,0,0,0,2850,1480,1430,100,0,0
a13147,GEORGIA,HART,232.240625,0,0,0,4040,1220,2220,800,0,800
a13149,GEORGIA,HEARD,296.0203125,0,0,0,3560,1600,1690,400,0,0
a13151,GEORGIA,HENRY,322.0140625,0,0,0,6500,1830,2430,800,0,0
a13153,GEORGIA,HOUSTON,375.534375,0,0,0,16800,11740,9830,6100,1600,0
a13155,GEORGIA,IRWIN,354.2359375,0,0,0,39200,39200,43400,22000,13000,6800
a13157,GEORGIA,JACKSON,339.65625,0,0,0,5100,760,900,200,0,0
a13159,GEORGIA,JASPER,368.253125,0,0,0,1960,780,950,500,0,0
a13161,GEORGIA,JEFF DAVIS,330.7515625,0,0,0,18700,25700,14300,11000,2000,1000
a13163,GEORGIA,JEFFERSON,526.4796875,0,0,0,24400,13400,15900,9500,8000,7100
a13165,GEORGIA,JENKINS,347.2765625,0,0,0,25000,19200,21200,9700,2700,1600
a13167,GEORGIA,JOHNSON,303.00625,0,0,0,24600,16250,10600,2800,1000,500
a13169,GEORGIA,JONES,393.771875,0,0,0,1240,940,1380,500,0,0
a13171,GEORGIA,LAMAR,183.4875,0,0,0,3470,1480,2120,1100,0,0
a13173,GEORGIA,LANIER,185.4390625,0,0,0,10100,9050,7830,3200,2000,1000
a13175,GEORGIA,LAURENS,807.275,0,0,0,75100,51650,38600,9100,5200,3800
a13177,GEORGIA,LEE,355.8125,0,0,0,19000,15900,25400,11700,8200,0
a13179,GEORGIA,LIBERTY,488.75625,0,0,0,1350,1120,830,0,0,0
a13181,GEORGIA,LINCOLN,210.36875,0,0,0,2630,610,1220,0,0,0
a13183,GEORGIA,LONG,400.3328125,0,0,0,4670,3000,2950,900,500,0
a13185,GEORGIA,LOWNDES,496.0203125,0,0,0,30600,30300,25400,8000,3300,1200
a13187,GEORGIA,LUMPKIN,282.9890625,0,0,0,2340,500,1160,800,0,0
a13193,GEORGIA,MACON,400.6859375,0,0,0,22600,13400,14800,8800,5000,8900
a13195,GEORGIA,MADISON,282.2953125,0,0,0,4470,1450,1060,500,0,0
a13197,GEORGIA,MARION,365.9984375,0,0,0,9900,5480,6980,800,900,0
a13189,GEORGIA,MCDUFFIE,257.5015625,0,0,0,5600,1660,2220,700,0,0
a13191,GEORGIA,MCINTOSH,424.234375,0,0,0,210,90,0,0,0,0
a13199,GEORGIA,MERIWETHER,501.2171875,0,0,0,9000,3200,1690,900,0,0
a13201,GEORGIA,MILLER,282.421875,0,0,0,36500,33500,32800,12200,14000,6600
a13205,GEORGIA,MITCHELL,511.815625,0,0,0,59100,48700,46600,16600,12000,10800
a13207,GEORGIA,MONROE,395.640625,0,0,0,1780,540,1800,600,0,0
a13209,GEORGIA,MONTGOMERY,239.6265625,0,0,0,17500,16440,15900,3700,1600,0
a13211,GEORGIA,MORGAN,347.6578125,0,0,0,5100,2640,5080,500,0,0
a13213,GEORGIA,MURRAY,344.4109375,0,0,0,6200,2130,3280,2000,1100,0
a13215,GEORGIA,MUSCOGEE,216.3453125,0,0,0,320,160,0,0,0,0
a13217,GEORGIA,NEWTON,271.68125,0,0,0,4640,950,2270,700,0,0
a13219,GEORGIA,OCONEE,184.321875,0,0,0,3420,720,890,0,0,0
a13221,GEORGIA,OGLETHORPE,439.0359375,0,0,0,4210,1220,420,300,0,0
a13223,GEORGIA,PAULDING,312.215625,0,0,0,4090,1050,300,0,0,0
a13225,GEORGIA,PEACH,150.2546875,0,0,0,8200,4160,2430,2100,1100,0
a13227,GEORGIA,PICKENS,232.0421875,0,0,0,1710,330,370,400,0,0
a13229,GEORGIA,PIERCE,315.5,0,0,0,30800,37700,27000,11000,7000,0
a13231,GEORGIA,PIKE,216.090625,0,0,0,4900,1440,1320,400,0,0
a13233,GEORGIA,POLK,310.3265625,0,0,0,4890,1230,530,800,0,0
a13235,GEORGIA,PULASKI,247.63125,0,0,0,15400,9680,12700,2400,800,0
a13237,GEORGIA,PUTNAM,344.571875,0,0,0,1420,300,630,0,0,0
a13239,GEORGIA,QUITMAN,151.6015625,0,0,0,4700,2150,1380,900,0,0
a13241,GEORGIA,RABUN,369.9890625,0,0,0,2190,820,930,400,0,0
a13243,GEORGIA,RANDOLPH,428.2296875,0,0,0,18100,16600,14800,8000,5000,0
a13245,GEORGIA,RICHMOND,324.0390625,0,0,0,3030,2820,2650,1500,500,0
a13247,GEORGIA,ROCKDALE,129.78125,0,0,0,1780,770,420,0,0,0
a13249,GEORGIA,SCHLEY,166.903125,0,0,0,8600,3960,6980,1000,1100,0
a13251,GEORGIA,SCREVEN,645.0921875,0,0,0,49600,31500,25400,18000,10500,4600
a13253,GEORGIA,SEMINOLE,235.2421875,0,0,0,29100,21200,22200,10700,18000,9000
a13255,GEORGIA,SPALDING,196.4625,0,0,0,3290,1200,1590,0,0,0
a13257,GEORGIA,STEPHENS,178.725,0,0,0,2280,600,990,500,0,0
a13259,GEORGIA,STEWART,458.3609375,0,0,0,11400,6900,3910,2500,1300,0
a13261,GEORGIA,SUMTER,482.690625,0,0,0,30000,27200,25400,12100,10000,11200
a13263,GEORGIA,TALBOT,391.3796875,0,0,0,2040,920,900,0,0,0
a13265,GEORGIA,TALIAFERRO,194.6203125,0,0,0,980,380,320,0,0,0
a13267,GEORGIA,TATTNALL,479.3984375,0,0,0,42800,37800,31700,9500,4700,3400
a13269,GEORGIA,TAYLOR,376.684375,0,0,0,16700,7530,2430,1400,500,0
a13271,GEORGIA,TELFAIR,437.23125,0,0,0,23900,19700,12700,6500,1500,0
a13273,GEORGIA,TERRELL,335.4578125,0,0,0,28000,20800,20100,6500,12000,11300
a13275,GEORGIA,THOMAS,544.640625,0,0,0,53900,43200,41300,30000,10000,0
a13277,GEORGIA,TIFT,259.3390625,0,0,0,29100,25100,23800,6100,2000,1300
a13279,GEORGIA,TOOMBS,364,0,0,0,33000,25200,24300,8000,2400,2500
a13281,GEORGIA,TOWNS,166.546875,0,0,0,2340,540,740,700,0,0
a13283,GEORGIA,TREUTLEN,199.4390625,0,0,0,12800,13490,10600,900,0,0
a13285,GEORGIA,TROUP,413.978125,0,0,0,3470,1850,1000,0,0,0
a13287,GEORGIA,TURNER,285.3859375,0,0,0,21600,21300,16900,5700,1800,2700
a13289,GEORGIA,TWIGGS,358.6546875,0,0,0,8300,5750,6970,1300,0,0
a13291,GEORGIA,UNION,321.9203125,0,0,0,5400,1390,2220,1600,500,0
a13293,GEORGIA,UPSON,323.4359375,0,0,0,2220,960,1430,0,0,0
a13295,GEORGIA,WALKER,446.390625,0,0,0,5300,1900,3380,1500,900,1700
a13297,GEORGIA,WALTON,325.7,0,0,0,8100,1190,1370,0,0,0
a13299,GEORGIA,WARE,892.35,0,0,0,14000,11750,12700,7200,2400,2000
a13301,GEORGIA,WARREN,284.3,0,0,0,8900,3640,3910,1200,0,0
a13303,GEORGIA,WASHINGTON,678.440625,0,0,0,25400,17200,10600,5800,2600,1600
a13305,GEORGIA,WAYNE,641.76875,0,0,0,24100,24100,15900,7600,5000,2300
a13307,GEORGIA,WEBSTER,209.109375,0,0,0,8800,7200,6350,3900,0,0
a13309,GEORGIA,WHEELER,295.4828125,0,0,0,17600,17150,12200,3600,700,0
a13311,GEORGIA,WHITE,240.7296875,0,0,0,2880,770,1590,1400,600,900
a13313,GEORGIA,WHITFIELD,290.1953125,0,0,0,4790,1450,1480,700,500,800
a13315,GEORGIA,WILCOX,378.8671875,0,0,0,23200,14000,12700,7000,1900,0
a13317,GEORGIA,WILKES,469.478125,0,0,0,3340,800,2860,300,0,0
a13319,GEORGIA,WILKINSON,446.4609375,0,0,0,8700,5000,3170,600,0,0
a13321,GEORGIA,WORTH,569.865625,0,0,0,49900,48600,39700,15000,5500,4600
a13000,GEORGIA,,59424.77,3620000,4246000,3295000,2304000,1750000,1600000,660000,360000,295000
a15000,HAWAII,,10930.98,,,,,,,,,
a15001,HAWAII,HAWAII,4028.11875,,,,,,,,,
a15003,HAWAII,HONOLULU,599.790625,,,,,,,,,
a15007,HAWAII,KAUAI,622.453125,,,,,,,,,
a15009,HAWAII,MAUI & KALWAO,1172.428125,,,,,,,,,
a16001,IDAHO,ADA,1052.585938,0,0,0,0,0,16300,9300,13000,0
a16003,IDAHO,ADAMS,1363.06875,,,,,,,,,
a16005,IDAHO,BANNOCK,1112.025,,,,,,,,,
a16007,IDAHO,BEAR LAKE,974.7984375,,,,,,,,,
a16009,IDAHO,BENEWAH,776.1734375,,,,,,,,,
a16011,IDAHO,BINGHAM,2094.678125,0,0,0,0,0,4200,900,2000,0
a16013,IDAHO,BLAINE,2643.803125,,,,,,,,,
a16015,IDAHO,BOISE,1899.1875,,,,,,,,,
a16017,IDAHO,BONNER,1737.657813,,,,,,,,,
a16019,IDAHO,BONNEVILLE,1866.001563,0,0,0,0,0,1300,700,1900,0
a16021,IDAHO,BOUNDARY,1268.796875,,,,,,,,,
a16023,IDAHO,BUTTE,2231.85,,,,,,,,,
a16025,IDAHO,CAMAS,1074.514063,,,,,,,,,
a16027,IDAHO,CANYON,587.375,0,0,0,0,0,24800,22000,33000,0
a16029,IDAHO,CARIBOU,1764.175,,,,,,,,,
a16031,IDAHO,CASSIA,2565.110938,0,0,0,0,0,8300,2500,13000,0
a16033,IDAHO,CLARK,1764.229688,,,,,,,,,
a16035,IDAHO,CLEARWATER,2457.332813,,,,,,,,,
a16037,IDAHO,CUSTER,4921.070313,,,,,,,,,
a16039,IDAHO,ELMORE,3074.654688,0,0,0,0,0,4600,2000,4200,0
a16041,IDAHO,FRANKLIN,663.6328125,0,0,0,0,0,4100,1400,3000,0
a16043,IDAHO,FREMONT,1863.540625,,,,,,,,,
a16045,IDAHO,GEM,560.89375,0,0,0,0,0,4400,5400,8200,0
a16047,IDAHO,GOODING,728.934375,0,0,0,0,0,15200,10700,20000,0
a16049,IDAHO,IDAHO,8477.0125,,,,,,,,,
a16051,IDAHO,JEFFERSON,1093.53125,0,0,0,0,0,2700,3200,3700,0
a16053,IDAHO,JEROME,597.246875,0,0,0,0,0,7000,10900,25600,0
a16055,IDAHO,KOOTENAI,1244.471875,,,,,,,,,
a16057,IDAHO,LATAH,1076.023438,,,,,,,,,
a16059,IDAHO,LEMHI,4563.703125,,,,,,,,,
a16061,IDAHO,LEWIS,478.7828125,,,,,,,,,
a16063,IDAHO,LINCOLN,1201.417188,0,0,0,0,0,4100,2000,6000,0
a16065,IDAHO,MADISON,469.221875,0,0,0,0,0,1900,400,0,0
a16067,IDAHO,MINIDOKA,757.5421875,0,0,0,0,0,6700,1700,3400,0
a16069,IDAHO,NEZ PERCE,848.1140625,,,,,,,,,
a16071,IDAHO,ONEIDA,1200.059375,0,0,0,0,0,1200,0,0,0
a16073,IDAHO,OWYHEE,7665.55,0,0,0,0,0,11800,9700,14500,0
a16075,IDAHO,PAYETTE,406.7265625,0,0,0,0,0,6500,4200,9100,0
a16077,IDAHO,POWER,1404.28125,0,0,0,0,0,0,0,3200,0
a16079,IDAHO,SHOSHONE,2630.154688,,,,,,,,,
a16081,IDAHO,TETON,449.4515625,,,,,,,,,
a16083,IDAHO,TWIN FALLS,1921.14375,0,0,0,0,0,15200,9700,28000,0
a16085,IDAHO,VALLEY,3664.86875,,,,,,,,,
a16087,IDAHO,WASHINGTON,1453.003125,0,0,0,0,0,3000,2300,2000,0
a16000,IDAHO,,83570.08,36000,47000,27000,81000,112000,146000,100000,195000,320000
a17001,ILLINOIS,ADAMS,855.184375,0,0,0,0,0,129800,114100,128000,161000
a17003,ILLINOIS,ALEXANDER,235.5234375,0,0,0,0,0,9000,7900,14000,12000
a17005,ILLINOIS,BOND,380.265625,0,0,0,0,0,40100,33200,58000,74000
a17007,ILLINOIS,BOONE,280.6984375,0,0,0,0,0,80100,78500,69000,79000
a17009,ILLINOIS,BROWN,305.571875,0,0,0,0,0,40100,35400,45000,44000
a17011,ILLINOIS,BUREAU,868.7796875,0,0,0,0,0,302300,256700,244000,309000
a17013,ILLINOIS,CALHOUN,253.709375,0,0,0,0,0,21500,18400,22000,24000
a17015,ILLINOIS,CARROLL,444.2125,0,0,0,0,0,145700,134400,132000,145000
a17017,ILLINOIS,CASS,375.8375,0,0,0,0,0,76200,77900,82000,93000
a17019,ILLINOIS,CHAMPAIGN,996.2578125,0,0,0,0,0,309700,290400,278000,292000
a17021,ILLINOIS,CHRISTIAN,708.9890625,0,0,0,0,0,179400,172200,197000,229000
a17023,ILLINOIS,CLARK,501.45,0,0,0,0,0,83600,86200,110000,102000
a17025,ILLINOIS,CLAY,468.321875,0,0,0,0,0,46500,49400,66000,79000
a17027,ILLINOIS,CLINTON,474.053125,0,0,0,0,0,70100,61100,83000,102000
a17029,ILLINOIS,COLES,508.2859375,0,0,0,0,0,120100,116600,122000,126000
a17031,ILLINOIS,COOK,945.76875,0,0,0,0,0,16500,14400,8000,4000
a17033,ILLINOIS,CRAWFORD,443.7203125,0,0,0,0,0,71100,73400,83000,92000
a17035,ILLINOIS,CUMBERLAND,346.0140625,0,0,0,0,0,51600,60300,74000,74000
a17037,ILLINOIS,DE KALB,631.284375,0,0,0,0,0,214200,210600,197000,229000
a17039,ILLINOIS,DE WITT,397.4890625,0,0,0,0,0,113200,98700,100000,112000
a17041,ILLINOIS,DOUGLAS,416.746875,0,0,0,0,0,135100,121700,127000,122000
a17043,ILLINOIS,DU PAGE,327.540625,0,0,0,0,0,18000,12000,5000,0
a17045,ILLINOIS,EDGAR,623.371875,0,0,0,0,0,176000,153400,170000,182000
a17047,ILLINOIS,EDWARDS,222.3859375,0,0,0,0,0,49100,41100,42000,46000
a17049,ILLINOIS,EFFINGHAM,478.784375,0,0,0,0,0,83100,71200,90000,91000
a17051,ILLINOIS,FAYETTE,716.4765625,0,0,0,0,0,66600,54400,105000,133000
a17053,ILLINOIS,FORD,485.634375,0,0,0,0,0,144800,134800,145000,158000
a17055,ILLINOIS,FRANKLIN,408.8703125,0,0,0,0,0,30600,38100,43000,45000
a17057,ILLINOIS,FULTON,865.60625,0,0,0,0,0,134300,151300,144000,157000
a17059,ILLINOIS,GALLATIN,323.090625,0,0,0,0,0,63200,61800,99000,71000
a17061,ILLINOIS,GREENE,543.01875,0,0,0,0,0,102200,86400,112000,126000
a17063,ILLINOIS,GRUNDY,418.065625,0,0,0,0,0,115100,110300,107000,111000
a17065,ILLINOIS,HAMILTON,434.6671875,0,0,0,0,0,47100,39400,67000,69000
a17067,ILLINOIS,HANCOCK,793.7296875,0,0,0,0,0,152300,137000,153000,175000
a17069,ILLINOIS,HARDIN,177.5296875,0,0,0,0,0,5000,2100,2000,0
a17071,ILLINOIS,HENDERSON,378.8765625,0,0,0,0,0,100200,96100,92000,101000
a17073,ILLINOIS,HENRY,823.2375,0,0,0,0,0,274300,243700,216000,247000
a17075,ILLINOIS,IROQUOIS,1117.304688,0,0,0,0,0,348800,311700,318000,358000
a17077,ILLINOIS,JACKSON,584.071875,0,0,0,0,0,28100,28600,31000,38000
a17079,ILLINOIS,JASPER,494.484375,0,0,0,0,0,76100,83400,98000,106000
a17081,ILLINOIS,JEFFERSON,571.00625,0,0,0,0,0,45100,36500,52000,59000
a17083,ILLINOIS,JERSEY,369.065625,0,0,0,0,0,47600,46700,65000,71000
a17085,ILLINOIS,JO DAVIESS,601.08125,0,0,0,0,0,93600,86000,80000,102000
a17087,ILLINOIS,JOHNSON,343.9140625,0,0,0,0,0,15500,9700,10000,10000
a17089,ILLINOIS,KANE,520.09375,0,0,0,0,0,120100,119900,93000,89000
a17091,ILLINOIS,KANKAKEE,676.634375,0,0,0,0,0,210400,192800,186000,205000
a17093,ILLINOIS,KENDALL,320.2125,0,0,0,0,0,94100,93300,82000,86000
a17095,ILLINOIS,KNOX,716.3359375,0,0,0,0,0,193300,162800,153000,180000
a17099,ILLINOIS,LA SALLE,1135.076563,0,0,0,0,0,323500,297700,284000,336000
a17097,ILLINOIS,LAKE,443.7453125,0,0,0,0,0,25000,25500,14000,0
a17101,ILLINOIS,LAWRENCE,372.178125,0,0,0,0,0,81100,63000,78000,83000
a17103,ILLINOIS,LEE,725.25625,0,0,0,0,0,224700,226000,212000,282000
a17105,ILLINOIS,LIVINGSTON,1044.014063,0,0,0,0,0,308600,296500,290000,317000
a17107,ILLINOIS,LOGAN,618.0515625,0,0,0,0,0,188400,170000,181000,212000
a17115,ILLINOIS,MACON,580.7234375,0,0,0,0,0,165300,136600,152000,175000
a17117,ILLINOIS,MACOUPIN,862.9203125,0,0,0,0,0,138800,134400,169000,227000
a17119,ILLINOIS,MADISON,715.515625,0,0,0,0,0,79200,72500,98000,115000
